,EAST,WEST,NORTH,COAST
0,1302.296674,973.4557,757.843076,12054.939199
1,1259.355201,959.775908,737.236591,11793.290315
2,1210.287905,941.112359,725.610502,11460.841252
3,1179.311517,920.373708,717.420214,11244.980243
4,1171.841803,918.203309,719.178247,11073.085585
5,1174.850389,916.121914,733.134986,11011.385994
6,1185.955879,929.41012,744.932391,11067.715175
7,1205.327441,944.556897,765.270014,11052.554919
8,1254.335681,971.738127,789.451234,11330.829064
9,1359.640549,1005.331539,828.494596,11930.178538
10,1433.135595,1023.556407,878.705544,12591.364742
11,1503.857456,1043.74823,917.747693,13268.023904
12,1547.658296,1054.449853,933.497547,13861.015398
13,1574.036313,1065.299757,954.602004,14344.021327
14,1552.687203,1074.971956,984.999549,14614.906857
15,1519.307443,1092.433046,1029.745806,14597.067349
16,1502.393961,1116.886036,1090.442685,14273.787857
17,1480.541368,1145.995848,1174.950934,13993.893171
18,1492.826219,1186.252595,1244.055116,13924.683251
19,1450.979196,1183.362451,1266.334657,13519.472479
20,1423.423061,1186.0537,1291.435422,13131.476237
21,1395.9172,1189.623247,1304.409238,12747.295975
22,1357.083984,1185.096978,1302.7525,12274.50435
23,1343.740511,1177.976956,1294.655779,11743.443529
24,1427.802849,1234.924343,1253.761904,10777.158984
25,1437.911798,1257.792069,1259.19521,10084.401315
26,1461.333638,1282.598651,1266.735701,9643.017602
27,1505.795936,1315.90226,1277.161408,9491.985476
28,1588.71147,1357.846281,1296.433954,9555.400497
29,1690.710406,1409.333384,1326.712598,9799.055959
30,1812.262388,1476.536566,1354.593991,10255.763553
31,1950.842714,1549.655815,1392.20457,10839.823703
32,2075.64569,1581.62316,1411.254457,11543.127454
33,2163.220395,1568.386611,1404.098487,12212.070444
34,2169.556124,1512.670322,1357.587611,12585.289187
35,2157.458309,1449.194157,1307.802163,12755.545225
36,2131.292477,1388.416639,1248.687504,12866.640376
37,2086.510141,1329.691707,1194.182822,12819.434676
38,2022.099993,1280.673012,1145.950241,12709.687056
39,1969.466725,1248.83878,1110.251707,12633.851663
40,1975.696136,1245.345899,1112.408859,12695.008751
41,2055.840356,1302.592923,1181.114575,13283.98398
42,2137.111731,1409.675609,1257.648393,13903.668231
43,2133.767702,1454.710609,1276.201313,13944.221599
44,2118.303952,1473.807461,1276.699174,13799.84883
45,2074.633138,1464.523353,1266.859885,13613.319732
46,1998.497842,1428.503303,1227.947394,13233.904986
47,1950.240685,1410.84245,1200.400518,12845.191033
48,1987.28021,1397.190665,1183.932318,12495.895466
49,1953.409848,1402.820913,1183.712766,12388.254729
50,2018.454653,1409.601263,1194.620268,12294.078908
51,2043.762616,1435.986434,1210.016952,12366.425508
52,2098.149973,1479.572074,1235.277787,12685.30761
53,2217.816502,1532.167255,1283.844668,13223.967842
54,2364.64327,1625.066365,1350.664173,13926.167513
55,2430.800556,1686.675775,1408.133358,14380.012046
56,2386.857514,1642.924531,1394.442508,14425.425954
57,2234.342265,1536.323805,1329.605272,14270.338687
58,2078.687927,1422.969141,1254.324717,13993.848244
59,1929.775297,1327.857902,1176.412422,13640.736943
60,1809.966299,1248.492826,1109.067567,13207.457852
61,1706.313258,1196.443329,1062.637406,12868.815322
62,1646.925104,1154.967779,1026.047569,12576.903436
63,1630.163244,1132.474203,1003.177912,12435.678848
64,1664.938276,1138.443746,1002.521217,12346.209939
65,1794.5528,1190.476826,1061.282367,12797.814585
66,1936.049685,1299.255219,1136.397057,13458.410965
67,2013.610757,1339.165947,1156.5405,13615.320179
68,2037.890821,1364.953616,1158.588545,13642.548894
69,2012.010932,1351.14246,1137.420631,13451.545525
70,1939.40594,1312.02973,1104.265587,13058.352153
71,1867.693629,1273.243646,1080.159955,12643.718735
72,1877.889312,1135.499779,1082.855746,12429.884155
73,1883.085135,1136.049879,1078.679891,12230.495324
74,1882.149941,1142.666557,1083.630057,12098.636658
75,1905.694612,1158.145845,1099.797103,12121.214137
76,1960.235013,1191.222363,1131.810397,12365.86921
77,2072.537066,1259.264817,1194.12489,12935.292308
78,2185.336371,1361.119868,1281.800853,13820.948994
79,2295.198163,1411.337329,1326.052486,14214.679032
80,2196.294051,1376.691952,1312.173662,14039.941745
81,2039.364229,1312.088095,1258.465617,13621.637854
82,1922.062138,1253.95514,1198.870538,13214.219539
83,1815.105806,1196.726299,1136.394619,12851.045942
84,1694.56499,1139.607521,1084.918892,12560.297396
85,1612.122506,1103.70938,1045.282634,12372.52948
86,1547.082647,1076.229509,1011.109129,12183.333552
87,1510.449979,1068.026994,996.388648,12095.183782
88,1519.186525,1073.262386,986.363592,12037.860919
89,1558.288782,1085.041474,1010.748772,12130.586644
90,1699.955616,1150.375617,1067.274064,12430.084379
91,1708.124976,1175.724514,1075.526281,12344.225606
92,1693.308806,1175.77965,1068.554957,12138.96618
93,1617.463688,1165.289219,1036.65324,11766.592912
94,1530.903099,1132.210889,997.817419,11258.924125
95,1440.271097,1095.894555,970.6162,10777.069483
96,1403.197145,1098.495791,962.941955,10475.04176
97,1342.343685,1099.632068,969.73218,10344.040548
98,1397.987419,1108.416927,979.960133,10238.73442
99,1396.722474,1136.908749,986.355709,10300.20328
100,1456.409398,1176.694647,1016.952254,10552.834171
101,1565.691592,1240.562349,1076.683247,11140.167168
102,1727.790423,1338.703354,1168.512545,11917.910448
103,1763.505384,1399.935084,1222.037026,12235.008593
104,1712.477111,1361.287742,1203.464905,12097.239717
105,1663.062784,1302.53851,1171.396388,11960.628484
106,1602.636945,1239.899321,1129.97926,11866.119482
107,1540.26902,1180.040604,1077.782665,11736.18038
108,1484.433857,1126.634368,1030.552144,11736.515206
109,1434.938417,1104.565297,1006.021735,11848.904274
110,1397.107387,1100.088187,971.944012,11941.431214
111,1385.654235,1115.257197,958.139332,11977.964315
112,1404.660042,1124.991302,968.080088,11952.792693
113,1461.671466,1144.067042,1017.704138,12077.191367
114,1537.435951,1208.637128,1086.440883,12292.205686
115,1559.242623,1210.150836,1098.448696,12095.804308
116,1530.923847,1225.87042,1102.146845,11860.142526
117,1472.677357,1219.276463,1086.213872,11507.759053
118,1400.000256,1178.16596,1050.608949,10971.385019
119,1351.254176,1146.255576,1023.432216,10446.470503
120,1300.797826,1175.742831,1015.544541,9941.261063
121,1297.092641,1186.091966,1023.036853,9730.523364
122,1282.794412,1205.494975,1037.843002,9623.61557
123,1335.122001,1235.211877,1065.685522,9551.318084
124,1355.902704,1277.03105,1127.226617,9745.380017
125,1506.860638,1358.094976,1213.63747,10258.740443
126,1692.484605,1475.671252,1331.101364,10901.51832
127,1798.185689,1547.61185,1412.111929,11249.927502
128,1773.666808,1531.457808,1437.296045,11384.46624
129,1738.007427,1489.347229,1440.410027,11626.297484
130,1672.39377,1439.919157,1420.217453,11832.736067
131,1620.725815,1388.978524,1384.990169,12007.94212
132,1581.905363,1340.739923,1339.025578,12046.278836
133,1543.851848,1298.703718,1294.700156,12099.841914
134,1500.38957,1272.536544,1260.360528,12107.501921
135,1499.955417,1274.973097,1239.006,11990.46409
136,1556.073889,1293.820282,1270.703261,11842.912661
137,1669.678545,1361.427332,1343.651622,11856.660342
138,1807.382795,1477.240667,1419.631524,12100.937765
139,1854.969488,1509.544275,1416.06019,12048.576336
140,1905.59805,1527.951411,1410.969323,11912.428187
141,1910.960328,1522.467513,1383.834177,11671.437877
142,1854.063711,1491.711992,1344.789408,11288.831684
143,1800.655834,1470.167255,1316.489584,10947.891501
144,1779.469533,1461.763535,1294.00458,10740.789811
145,1805.859484,1467.495728,1295.048549,10695.555274
146,1827.489396,1484.707164,1302.459897,10737.105325
147,1869.648624,1512.007815,1323.658858,10893.040339
148,1952.489136,1552.24039,1358.041847,11252.977669
149,2077.619102,1624.59855,1423.286409,12007.814832
150,2269.981755,1727.354302,1517.017725,12914.596372
151,2330.608093,1786.4008,1563.789365,13384.698242
152,2291.223095,1734.782323,1541.550261,13568.792165
153,2184.106294,1644.771345,1478.372035,13744.582654
154,2054.975457,1542.588844,1402.680148,13808.089498
155,1930.10881,1429.399365,1317.824391,13673.800243
156,1822.787903,1343.087956,1240.020641,13517.575881
157,1722.20918,1281.078958,1191.368524,13359.855161
158,1701.190349,1229.6768,1147.283721,13139.304789
159,1696.592078,1200.714645,1119.788665,13121.662959
160,1737.926473,1202.639645,1122.45823,13187.416108
161,1810.344323,1244.173115,1157.645592,13241.482826
162,1869.570056,1332.405755,1198.935214,13287.041355
163,1853.008852,1359.524124,1197.885948,13063.313621
164,1811.049368,1357.336107,1186.029335,12771.323843
165,1722.126183,1329.054472,1155.329139,12393.416849
166,1672.147627,1276.198933,1105.842013,11838.774819
167,1592.665076,1227.478913,1055.809868,11290.256579
168,1509.047679,1167.575294,1034.819895,11111.168265
169,1472.793879,1141.767578,1015.021231,10810.296952
170,1425.383989,1123.545475,998.102909,10599.83218
171,1417.450072,1110.960451,991.914695,10463.946202
172,1435.918305,1107.944456,996.509798,10411.657216
173,1458.044916,1123.507761,1018.728566,10491.839423
174,1505.663167,1146.594973,1044.725222,10679.797963
175,1555.229322,1181.529219,1074.64422,10900.571667
176,1605.530637,1202.276119,1097.278044,11193.655779
177,1617.853471,1208.806997,1099.790017,11426.760993
178,1580.874002,1200.14197,1089.694115,11661.091468
179,1614.16022,1167.850549,1062.336379,11764.060256
180,1591.009985,1130.043938,1026.965947,11777.136137
181,1562.943797,1100.432965,1001.550761,11779.489637
182,1514.470239,1079.327407,971.829584,11730.147091
183,1499.074053,1066.0881,959.688061,11727.630583
184,1488.441536,1060.70764,958.850175,11707.443655
185,1497.503032,1065.074176,964.411994,11735.22451
186,1522.645266,1112.690862,988.209829,11909.843939
187,1503.71491,1118.07167,975.954837,11858.795089
188,1455.496707,1109.125859,953.443646,11773.705457
189,1422.782565,1096.018741,926.591697,11631.445985
190,1355.042154,1074.60669,892.481007,11370.341106
191,1273.739257,1049.709579,857.938802,11030.351422
192,1279.639998,1053.599774,799.231009,10695.05406
193,1233.192142,1048.66062,786.895887,10413.066438
194,1208.473631,1059.03546,791.865787,10221.587291
195,1197.909527,1069.783741,802.150934,10118.357797
196,1217.491103,1096.148112,819.44688,10022.218758
197,1243.947096,1128.071421,848.092251,10068.93434
198,1280.301612,1175.475674,883.271873,10177.973885
199,1334.941635,1234.452061,929.65238,10288.508098
200,1377.842863,1275.542337,979.260617,10600.375677
201,1430.189696,1285.267135,1023.971815,11098.182104
202,1429.191769,1266.791845,1054.247957,11557.868905
203,1428.487138,1245.978546,1064.272112,11930.760079
204,1426.482155,1223.291964,1061.87,12165.879068
205,1413.515438,1210.841418,1044.037992,12311.20874
206,1405.59984,1199.932127,1032.709312,12308.927878
207,1406.326134,1198.55237,1023.580522,12135.426995
208,1439.626083,1211.149234,1038.481017,11873.408976
209,1493.231962,1259.239087,1094.756829,11829.236994
210,1570.929834,1325.169504,1154.116671,12023.419394
211,1580.120026,1340.935726,1170.219522,11858.622535
212,1567.750633,1334.964835,1173.81359,11638.763626
213,1518.770367,1311.862589,1155.956741,11341.316963
214,1437.308582,1261.409554,1120.27901,10894.650824
215,1382.568624,1225.726624,1095.673447,10437.515384
216,1418.968077,1208.717585,1082.835867,10020.998469
217,1373.904402,1223.743205,1086.395102,9850.641969
218,1438.85509,1239.30094,1098.766415,9758.308366
219,1476.165614,1268.935764,1114.12842,9801.942315
220,1544.350624,1318.790816,1154.5468,10054.342051
221,1707.829368,1388.924868,1222.880922,10676.104864
222,1916.10067,1498.582045,1323.006679,11589.299863
223,2010.828286,1555.252841,1389.305757,12154.229013
224,2005.256201,1527.076139,1364.14975,12326.799121
225,1955.846043,1483.379585,1298.31763,12447.176148
226,1886.388005,1424.802651,1238.03101,12446.08362
227,1784.800213,1363.775825,1171.248271,12361.446068
228,1702.113785,1307.310443,1106.284293,12221.964517
229,1637.800426,1267.514304,1062.715357,12136.859453
230,1588.714105,1226.016848,1014.782304,11950.882079
231,1567.496477,1206.281772,984.774982,11852.589323
232,1619.470195,1215.092463,988.371139,11900.250644
233,1737.906809,1256.644991,1035.459302,12279.231335
234,1868.649962,1365.236247,1119.745666,12755.306352
235,1910.100082,1391.655989,1137.648123,12772.42436
236,1916.892892,1411.312295,1140.27469,12646.550818
237,1887.091164,1398.508554,1124.704232,12338.479026
238,1816.344045,1352.565061,1091.068367,11875.898491
239,1753.885387,1305.894746,1068.256217,11458.683233
240,1736.745068,1230.457578,1055.190629,11181.557311
241,1766.5657,1230.944212,1059.051566,11066.003399
242,1793.227576,1241.655383,1066.450068,11040.839698
243,1829.831692,1251.306794,1081.686353,11115.058931
244,1890.037059,1271.239844,1110.589974,11369.638142
245,2018.157089,1327.53837,1176.712373,12082.257586
246,2163.137169,1418.750304,1267.686548,13025.930978
247,2267.929791,1457.081544,1315.882875,13417.216688
248,2154.005337,1435.385038,1292.611015,13484.067993
249,1977.967161,1416.798657,1223.328041,13422.500212
250,1844.714373,1396.511377,1163.423104,13230.15813
251,1750.289162,1399.191607,1104.216404,13073.376945
252,1654.926677,1398.172098,1053.778912,12853.350472
253,1610.244812,1385.674719,1021.329685,12663.841715
254,1587.843659,1357.520631,1002.957883,12502.841062
255,1582.275676,1337.630691,987.779802,12512.278158
256,1615.453838,1343.352054,996.089708,12585.660771
257,1690.836331,1378.244891,1039.848925,12870.087953
258,1816.309037,1444.804303,1099.541964,13080.334032
259,1830.092664,1462.136745,1110.61979,12961.615318
260,1805.315493,1454.507274,1112.717093,12774.760136
261,1722.147834,1420.420529,1091.598538,12393.807892
262,1625.348232,1364.952494,1048.244202,11814.246723
263,1534.6206,1319.261256,1011.408872,11279.862131
264,1499.880254,1260.7374,991.941962,10905.00025
265,1429.842326,1251.949749,985.287273,10722.084725
266,1480.036922,1251.121095,986.52548,10589.518441
267,1473.512943,1263.175592,999.386491,10617.711112
268,1526.412676,1291.108695,1028.430154,10855.030386
269,1640.253191,1354.697608,1091.446524,11436.577795
270,1806.012226,1455.210457,1190.099295,12198.162779
271,1849.831032,1508.363319,1252.166093,12583.972235
272,1822.353263,1473.255247,1236.851633,12657.309099
273,1757.794233,1408.43451,1184.743463,12721.025922
274,1662.150917,1326.851122,1134.306724,12729.871044
275,1570.920636,1251.383111,1078.060391,12619.184574
276,1483.45805,1176.806215,1024.220203,12346.732617
277,1420.669154,1132.358482,988.334699,12081.327652
278,1374.949199,1095.623727,954.467694,11918.705111
279,1358.551837,1076.223646,941.60487,11870.20282
280,1391.841008,1095.188213,950.06189,11905.52081
281,1477.867824,1131.562517,980.087345,12192.762683
282,1587.392977,1220.620143,1034.327583,12476.779714
283,1626.246374,1226.317815,1039.561257,12332.63114
284,1616.720132,1236.758683,1039.083101,12181.236409
285,1569.462386,1243.796204,1021.245339,11898.927142
286,1498.063137,1201.5336,975.350272,11446.248862
287,1453.556147,1174.349735,947.443964,11030.628576
288,1412.156916,1172.753306,944.683343,10732.5134
289,1406.477635,1177.911869,943.074896,10662.542583
290,1393.795674,1200.450713,951.132661,10662.254762
291,1449.166873,1233.029365,962.912605,10748.672001
292,1487.908282,1282.101644,993.619427,11076.068004
293,1645.588725,1350.376071,1052.644529,11743.936703
294,1829.903855,1460.497195,1145.101096,12626.869451
295,1910.097855,1514.7708,1200.636621,12983.013657
296,1843.072486,1460.199094,1176.141703,12789.61946
297,1726.165477,1363.667268,1127.436223,12515.769255
298,1594.883639,1283.132892,1080.52652,12218.210359
299,1503.680171,1225.642777,1031.530632,11991.495454
300,1451.200094,1177.642899,992.527321,11826.946498
301,1411.470404,1133.941612,976.504093,11772.999791
302,1374.684403,1115.233565,960.230596,11753.625831
303,1370.364801,1115.951049,945.821041,11741.286171
304,1385.132395,1117.186585,943.36012,11699.89663
305,1399.669995,1118.823519,955.877344,11735.213991
306,1452.433342,1165.692647,994.416442,11958.506962
307,1468.622177,1168.110723,982.062033,11837.817259
308,1483.098376,1156.688159,967.221637,11659.438532
309,1474.812751,1141.740784,935.534108,11380.071637
310,1409.173513,1114.895046,895.979106,10935.522459
311,1350.480812,1085.355188,864.15337,10523.509547
312,1347.244113,1068.467764,845.26741,10151.346298
313,1356.568392,1077.517863,842.692164,10063.976778
314,1372.742787,1089.561371,853.30563,10096.893154
315,1404.358804,1107.700901,868.081439,10210.746618
316,1475.926329,1146.353921,902.060038,10537.379278
317,1601.516108,1213.974297,965.262845,11200.292831
318,1781.866901,1318.991757,1047.545133,12084.905293
319,1851.851524,1382.28811,1100.825926,12559.653025
320,1818.664846,1345.177839,1105.265625,12555.92127
321,1699.368501,1266.979267,1080.921329,12341.88413
322,1581.486388,1195.469143,1051.235768,12177.076057
323,1511.274789,1139.848973,1011.653616,12029.378321
324,1470.110991,1103.20831,972.50758,11971.901717
325,1425.562488,1092.935297,954.245306,12000.116168
326,1422.707685,1082.922243,940.892248,11980.439024
327,1403.831196,1068.654158,927.775953,11955.33946
328,1399.627482,1073.039374,924.482638,11915.722286
329,1426.627247,1086.453626,940.44708,11831.230924
330,1489.937451,1140.810718,971.621927,11953.058046
331,1482.406937,1136.448934,973.145543,11780.684844
332,1452.725027,1116.071943,975.185811,11559.406425
333,1372.928964,1088.775972,966.699272,11303.966951
334,1339.995664,1060.43822,953.953015,10941.547478
335,1267.598562,1044.690805,945.969168,10559.269602
336,1233.171981,1038.704793,928.725905,10332.160197
337,1208.768317,1035.767892,937.642113,10105.593361
338,1183.725544,1051.812207,953.829611,10007.949016
339,1209.721676,1071.949297,973.574817,9941.19642
340,1279.403144,1102.229491,1011.276971,9991.833434
341,1358.677314,1160.90252,1066.370718,10244.003996
342,1479.780558,1222.2077,1125.545524,10658.838336
343,1615.966512,1298.636132,1188.711232,11171.667583
344,1753.943409,1357.194102,1243.182426,11837.61725
345,1843.122827,1379.217402,1281.42341,12423.926419
346,1825.397115,1375.285673,1306.110655,12838.844876
347,1873.996445,1352.431938,1311.590267,12937.31602
348,1871.264204,1329.344951,1316.265323,12803.938148
349,1873.669957,1300.718612,1306.585887,12605.933278
350,1873.747957,1280.333697,1298.079508,12407.751351
351,1923.676446,1266.642646,1296.52845,12324.665445
352,1992.713337,1270.035575,1307.746696,12461.752303
353,2089.967104,1309.475599,1334.854318,12948.567416
354,2191.568255,1382.60371,1355.046901,13495.20857
355,2220.213598,1392.653516,1338.991471,13540.097638
356,2198.161477,1398.811022,1323.072778,13554.186983
357,2178.844703,1394.560811,1297.835608,13446.821498
358,2110.776261,1377.055445,1264.294114,13227.152811
359,2045.385196,1364.064164,1239.27022,13000.194312
360,2109.373491,1332.134875,1226.246775,12725.997713
361,2088.303279,1354.165307,1200.221537,12574.152613
362,2088.364043,1375.451017,1191.80298,12482.469251
363,2102.218519,1388.394467,1197.044949,12473.732156
364,2143.931161,1418.645969,1214.841212,12551.702218
365,2197.201576,1455.284624,1242.830355,12763.282949
366,2258.376732,1504.505401,1269.52508,13035.273638
367,2322.918355,1565.332709,1306.165967,13266.15821
368,2294.710701,1559.999009,1316.65829,13380.917431
369,2203.93299,1479.572491,1270.567914,13383.42628
370,2053.982836,1367.765412,1199.147381,13147.456182
371,1920.351383,1270.162509,1128.435311,12804.407339
372,1794.234812,1184.244862,1061.197358,12415.545012
373,1686.680624,1125.851651,1005.367257,12012.997314
374,1606.088959,1084.349508,966.46852,11675.120374
375,1556.10384,1064.472809,943.618797,11463.705296
376,1550.604467,1054.955262,935.982477,11396.198061
377,1623.084888,1080.021993,973.38753,11724.68355
378,1776.220617,1142.767782,1038.574755,12320.81823
379,1859.423588,1183.719849,1084.660031,12470.058481
380,1897.342373,1197.736022,1094.716737,12512.720772
381,1898.826483,1203.417514,1085.843724,12456.084542
382,1856.099221,1185.243589,1060.084558,12209.944985
383,1825.430706,1170.738729,1042.58657,11957.775529
384,1799.819817,1167.401803,1028.694934,11803.252414
385,1769.237842,1187.221045,1036.517315,11779.241659
386,1823.126171,1209.074907,1040.025587,11793.656395
387,1859.201245,1246.547588,1054.126604,11931.111533
388,1911.002965,1296.958034,1087.736466,12270.70379
389,2047.412759,1361.30059,1147.827111,12842.861613
390,2184.189168,1452.505591,1219.60958,13517.689687
391,2253.684894,1521.391126,1276.35485,13961.861757
392,2202.228366,1504.219284,1267.532119,13925.169153
393,2046.622432,1406.929422,1204.8041,13583.249632
394,1882.878434,1312.45834,1131.663353,13160.92333
395,1743.097802,1227.776661,1074.126629,12767.957311
396,1627.395703,1155.248716,1028.785629,12387.698836
397,1547.253511,1114.460481,990.919935,12141.631903
398,1493.577396,1089.968565,963.808827,11951.956847
399,1479.222261,1077.792492,949.09211,11842.298831
400,1497.132119,1071.728796,943.383544,11758.673623
401,1563.620768,1089.717524,976.206592,11864.792305
402,1681.685245,1166.408748,1038.324028,12266.991438
403,1738.823515,1202.266104,1052.757172,12283.618502
404,1751.187554,1208.704925,1050.180209,12178.072559
405,1724.537476,1189.770204,1025.001161,11928.820801
406,1655.23349,1153.226251,990.264241,11506.511447
407,1582.137401,1120.560013,959.098144,11123.563807
408,1512.747797,1048.705153,949.913137,10967.923566
409,1522.774975,1041.046063,943.431222,10843.43503
410,1530.003578,1040.487311,945.342986,10823.857554
411,1559.998403,1044.486747,956.355982,10899.717486
412,1617.193461,1063.195726,991.920443,11197.487076
413,1722.079979,1104.152005,1044.81839,11840.297219
414,1844.415885,1179.298742,1133.692943,12652.123231
415,1944.027381,1213.256054,1177.868887,12843.095973
416,1838.835107,1193.602189,1163.772061,12727.547253
417,1709.406308,1164.076266,1113.707974,12466.427871
418,1622.875607,1127.220187,1071.23934,12248.05319
419,1560.288149,1100.803086,1028.369421,12145.060386
420,1489.955035,1085.651626,978.866445,12033.6498
421,1456.318248,1084.938776,955.319115,12023.475961
422,1442.573814,1083.359827,941.079173,12016.188415
423,1428.727783,1085.619949,936.783597,12000.654892
424,1440.467331,1095.60491,934.567663,11954.53872
425,1446.774686,1096.674996,949.751255,11944.646689
426,1564.311378,1137.255533,988.126189,12146.602933
427,1558.192149,1142.620269,989.821145,12015.678666
428,1512.963548,1122.527564,968.136257,11787.58354
429,1432.99208,1092.540307,935.438991,11434.294971
430,1343.491068,1044.360683,893.006804,10927.421164
431,1253.294816,994.452002,858.551376,10423.509368
432,1224.299415,952.184847,820.340852,10053.397095
433,1141.13729,939.480032,814.431003,9867.63021
434,1173.284553,934.485328,807.529967,9710.372588
435,1146.033114,942.570325,817.125972,9739.363282
436,1177.809794,963.678354,840.443883,9933.750789
437,1255.720392,1013.464328,894.791956,10442.200081
438,1391.915125,1098.323798,985.79338,11182.73266
439,1436.163058,1147.428048,1044.555537,11504.814367
440,1429.412483,1137.639712,1049.466441,11628.598578
441,1455.92349,1137.016692,1058.258393,11819.657833
442,1465.129647,1117.626154,1073.82037,12049.385272
443,1467.362931,1106.635477,1076.828891,12253.565344
444,1460.618469,1090.023899,1077.904347,12391.897013
445,1452.954173,1092.361394,1077.987044,12567.964587
446,1441.427467,1091.087898,1071.067475,12584.1271
447,1440.282076,1087.672255,1095.937815,12606.216091
448,1477.310702,1104.020869,1138.679113,12620.919773
449,1519.890657,1154.382348,1205.731996,12747.709909
450,1597.319146,1237.309931,1270.604213,12908.555614
451,1608.256414,1259.840263,1289.727117,12741.933522
452,1589.371782,1275.802977,1301.380509,12481.065717
453,1556.388386,1279.351006,1283.895978,12077.366802
454,1501.140625,1257.587317,1250.624106,11451.379136
455,1471.354866,1238.879354,1235.713874,10852.602578
456,1447.737087,1220.10986,1235.58397,9870.403394
457,1448.598446,1231.220368,1243.968453,9740.294105
458,1445.692304,1252.435905,1256.782797,9779.178666
459,1514.771762,1282.007844,1279.296057,9951.926081
460,1562.691832,1327.444684,1312.196227,10384.443252
461,1745.658515,1402.665851,1379.387721,11211.239516
462,1961.41982,1524.158093,1481.32115,12398.845631
463,2101.9323,1595.536453,1549.002521,13214.609016
464,2144.040054,1612.176603,1569.847263,13765.144097
465,2172.480664,1628.148449,1581.955793,14353.493546
466,2151.237571,1629.180468,1575.938325,14781.928156
467,2135.140475,1619.689343,1549.609341,15049.194382
468,2106.416461,1607.786093,1501.24401,15160.120394
469,2082.091051,1587.830804,1464.658568,15278.177176
470,2055.433288,1565.249023,1441.175486,15309.716789
471,2069.169532,1576.429718,1440.338143,15401.296178
472,2112.702,1610.330122,1468.78179,15662.356547
473,2175.04931,1661.786512,1513.56711,16006.112934
474,2213.591702,1724.994284,1551.405113,16183.845232
475,2219.982184,1727.123096,1534.739009,16002.3278
476,2202.00998,1723.539728,1513.016175,15746.332528
477,2166.305659,1693.374462,1470.946217,15311.542316
478,2079.281419,1647.233011,1414.098455,14645.097323
479,2004.092543,1609.419595,1377.242501,14139.639851
480,2090.82925,1454.395545,1328.412108,13497.502875
481,2095.332957,1448.673567,1326.685743,13275.110044
482,2102.775232,1457.784741,1333.61832,13190.191186
483,2143.326154,1472.766872,1345.932776,13217.45087
484,2215.487098,1517.560597,1381.870094,13494.431425
485,2314.501302,1588.194889,1448.957997,14130.315246
486,2475.733335,1689.728949,1540.784788,14980.816819
487,2543.44263,1737.179979,1597.284516,15389.298796
488,2509.64299,1680.719912,1570.698546,15506.49436
489,2417.501749,1630.804666,1503.759072,15703.041111
490,2288.721707,1565.869697,1431.156452,15714.059877
491,2170.080966,1474.390872,1353.373471,15293.892552
492,2040.679349,1385.663587,1266.647727,14632.84799
493,1918.360006,1321.244198,1208.292173,14066.417501
494,1847.483138,1267.791242,1153.418229,13524.835667
495,1806.564077,1234.636448,1119.560433,13248.668709
496,1812.895777,1232.798403,1115.128338,13171.982388
497,1925.44834,1265.054238,1156.092715,13397.678074
498,2081.891606,1361.903788,1238.496559,13968.398646
499,2154.593487,1395.963981,1266.66256,14139.916903
500,2182.905957,1410.251796,1278.969786,14167.181188
501,2148.480151,1403.065747,1275.362123,14061.663173
502,2143.932487,1376.601082,1253.327748,13747.224146
503,2104.16217,1356.623918,1232.051077,13439.792446
504,2204.725327,1313.367384,1230.297184,13365.266375
505,2220.393808,1313.907421,1238.589815,13290.267607
506,2225.186392,1327.300639,1250.965245,13323.177826
507,2268.837527,1342.188684,1276.13753,13471.185026
508,2331.316001,1374.754902,1312.166594,13708.535247
509,2403.326359,1418.00671,1360.652919,14138.590818
510,2503.241911,1471.032885,1414.061821,14685.114625
511,2588.821417,1528.047649,1456.816878,15070.765328
512,2548.047506,1545.004522,1446.987894,15121.802397
513,2391.940121,1508.42005,1366.919378,14826.055151
514,2178.088414,1463.263469,1287.884429,14431.02176
515,2059.529201,1410.072249,1209.583361,13931.394701
516,1902.907652,1349.535776,1135.83123,13282.512434
517,1772.037838,1301.881783,1071.687828,12662.714002
518,1649.62172,1265.949445,1008.481986,12174.361175
519,1613.152282,1256.65353,974.472663,11908.52852
520,1626.872183,1264.511769,973.125,11865.380629
521,1724.477406,1288.591872,1017.21757,12200.52828
522,1903.037003,1340.323984,1100.339838,12855.722963
523,2003.467105,1347.579354,1135.681545,13008.974989
524,2038.421702,1348.050047,1149.171918,13049.730463
525,2061.601087,1321.782752,1150.206103,12975.093922
526,2036.160033,1288.428522,1139.156293,12785.466813
527,1997.222814,1247.635887,1125.938842,12590.497664
528,1917.108339,1209.776373,1093.224729,12428.990285
529,1914.075838,1198.760541,1093.7922,12273.599182
530,1920.317591,1195.753296,1102.492721,12142.626521
531,1944.227457,1197.222067,1112.190954,12034.496859
532,1990.746652,1214.02934,1130.801892,12025.551889
533,2040.006626,1232.557465,1157.753033,12136.913379
534,2105.983945,1259.340964,1192.844282,12351.136233
535,2181.535059,1298.043304,1231.631883,12585.078473
536,2150.229853,1319.662498,1228.610315,12782.075037
537,2044.616558,1309.329132,1173.255313,12679.761142
538,1869.326099,1274.813261,1107.78155,12351.366325
539,1715.011485,1229.781966,1034.934762,11894.877643
540,1590.575948,1189.103167,979.579221,11599.495283
541,1501.618652,1159.661376,946.444291,11328.452545
542,1435.054627,1137.564844,917.721009,11120.471687
543,1401.783109,1129.782193,906.963569,11041.951891
